Title,Subtitle,Album,Year,Duration,ImageUrl,MusicUrl,Artist,LocalMusicUrl,LocalImageUrl
Lush Life,Zara Larsson - So Good,So Good,2017,201,https://c.saavncdn.com/473/So-Good-English-2017-150x150.jpg,https://aac.saavncdn.com/473/1b8c3de711d152f059b62d65c0bb621e_96.mp4,['Zara Larsson'],./music/Lush Life/Lush Life.mp3,./music/Lush Life/Lush Life.png
Work Out,J. Cole - Cole World: The Sideline Story,Cole World: The Sideline Story,2018,234,https://c.saavncdn.com/897/Cole-World-The-Sideline-Story-English-2011-20181012163954-150x150.jpg,https://aac.saavncdn.com/897/f3861d6c21d04535549b7746d0c7a4cb_96.mp4,['J. Cole'],./music/Work Out/Work Out.mp3,./music/Work Out/Work Out.png
Boyfriend,Dove Cameron - Boyfriend,Boyfriend,2022,156,https://c.saavncdn.com/494/Boyfriend-English-2022-20220209060751-150x150.jpg,https://aac.saavncdn.com/494/468e4182c21867737fd8d7b7f7f1d9b1_96.mp4,['Dove Cameron'],./music/Boyfriend/Boyfriend.mp3,./music/Boyfriend/Boyfriend.png
Jackie Chan,"Tiësto, Dzeko ft. Preme, Post Malone - Jackie Chan",Jackie Chan,2018,216,https://c.saavncdn.com/152/Jackie-Chan-English-2018-20180516230907-150x150.jpg,https://aac.saavncdn.com/152/68ece50dd9e308bd02a9bb6f48bd27b8_96.mp4,"['Tiësto', 'Dzeko']",./music/Jackie Chan/Jackie Chan.mp3,./music/Jackie Chan/Jackie Chan.png
Don't Mind,Kent Jones - Don't Mind,Don't Mind,2016,198,https://c.saavncdn.com/689/Don-t-Mind-English-2016-150x150.jpg,https://aac.saavncdn.com/689/4df04b0cb51a40b0598afa4330aa2721_96.mp4,['Kent Jones'],./music/Don't Mind/Don't Mind.mp3,./music/Don't Mind/Don't Mind.png
Castle on the Hill,Ed Sheeran - Castle on the Hill,Castle on the Hill,2017,261,https://c.saavncdn.com/119/Castle-on-the-Hill-English-2017-150x150.jpg,https://aac.saavncdn.com/119/6658832e6f903a39a8737a82b0793f0f_96.mp4,['Ed Sheeran'],./music/Castle on the Hill/Castle on the Hill.mp3,./music/Castle on the Hill/Castle on the Hill.png
Supalonely,BENEE ft. Gus Dapperton - STELLA &amp; STEVE,STELLA &amp; STEVE,2019,223,https://c.saavncdn.com/578/STELLA-STEVE-English-2019-20191114232205-150x150.jpg,https://aac.saavncdn.com/578/22457c087e199584e713aaef19daed8a_96.mp4,['BENEE'],./music/Supalonely/Supalonely.mp3,./music/Supalonely/Supalonely.png
Know Yourself,Drake - If You're Reading This It's Too Late,If You're Reading This It's Too Late,2015,276,https://c.saavncdn.com/915/If-You-re-Reading-This-It-s-Too-Late-English-2015-20200429002552-150x150.jpg,https://aac.saavncdn.com/915/830ee9a9f336ab23a3ab8464fa05c798_96.mp4,['Drake'],./music/Know Yourself/Know Yourself.mp3,./music/Know Yourself/Know Yourself.png
No Stylist,French Montana ft. Drake - No Stylist,No Stylist,2018,192,https://c.saavncdn.com/676/No-Stylist-English-2018-20180920040927-150x150.jpg,https://aac.saavncdn.com/676/5461e503feae7224f8007372a36060eb_96.mp4,['French Montana'],./music/No Stylist/No Stylist.mp3,./music/No Stylist/No Stylist.png
I Hate U,SZA - I Hate U,I Hate U,2021,181,https://c.saavncdn.com/043/I-Hate-U-English-2021-20211202084534-150x150.jpg,https://aac.saavncdn.com/043/22ac6383cf54b66b2597e6ca79f59f8a_96.mp4,['SZA'],./music/I Hate U/I Hate U.mp3,./music/I Hate U/I Hate U.png
One Kiss,"Calvin Harris, Dua Lipa - One Kiss",One Kiss,2018,214,https://c.saavncdn.com/360/One-Kiss-English-2018-20180406033301-150x150.jpg,https://aac.saavncdn.com/360/b35084c623cc8a39d72e4cf10f9f895c_96.mp4,"['Calvin Harris', 'Dua Lipa']",./music/One Kiss/One Kiss.mp3,./music/One Kiss/One Kiss.png
Where Ya At,Future ft. Drake - DS2 (Deluxe),DS2 (Deluxe),2015,207,https://c.saavncdn.com/530/DS2-Deluxe-English-2015-150x150.jpg,https://aac.saavncdn.com/530/3dbae7c494868a2754cd94ec6b9ea281_96.mp4,['Future'],./music/Where Ya At/Where Ya At.mp3,./music/Where Ya At/Where Ya At.png
My Oh My,Camila Cabello ft. DaBaby - Romance,Romance,2019,170,https://c.saavncdn.com/220/Romance-English-2019-20191206160920-150x150.jpg,https://aac.saavncdn.com/220/d2cc69b2970f17c0e65e33b313adc65b_96.mp4,['Camila Cabello'],./music/My Oh My/My Oh My.mp3,./music/My Oh My/My Oh My.png
i'm so tired...,"Lauv, Troye Sivan - ~how i'm feeling~",~how i'm feeling~,2020,162,https://c.saavncdn.com/123/how-i-m-feeling--English-2020-20220331195255-150x150.jpg,https://aac.saavncdn.com/123/7adb31114adaab3d5488c560eb7f38f9_96.mp4,"['Lauv', 'Troye Sivan']",./music/i'm so tired.../i'm so tired....mp3,./music/i'm so tired.../i'm so tired....png
Close To Me,"Ellie Goulding, Diplo, Swae Lee - Close To Me",Close To Me,2018,182,https://c.saavncdn.com/414/Close-To-Me-English-2018-20181023173517-150x150.jpg,https://aac.saavncdn.com/414/2fa2125eb96a87d510151230184878e6_96.mp4,"['Ellie Goulding', 'Diplo', 'Swae Lee']",./music/Close To Me/Close To Me.mp3,./music/Close To Me/Close To Me.png
Wanted You,Nav ft. Lil Uzi Vert - Wanted You,Wanted You,2017,228,https://c.saavncdn.com/990/Wanted-You-English-2017-20171108041145-150x150.jpg,https://aac.saavncdn.com/990/e439fac3cd9934257a3b30c688cb7b9a_96.mp4,['Nav'],./music/Wanted You/Wanted You.mp3,./music/Wanted You/Wanted You.png
Make No Sense,YoungBoy Never Broke Again - AI YoungBoy 2,AI YoungBoy 2,2019,148,https://c.saavncdn.com/085/AI-YoungBoy-2-English-2019-20191112195843-150x150.jpg,https://aac.saavncdn.com/085/f9f64f2ddce0fc0db143c0a2bd521567_96.mp4,['YoungBoy Never Broke Again'],./music/Make No Sense/Make No Sense.mp3,./music/Make No Sense/Make No Sense.png
PRBLMS,6LACK - FREE 6LACK (Bonus Track Version),FREE 6LACK (Bonus Track Version),2017,244,https://c.saavncdn.com/558/FREE-6LACK-Bonus-Track-Version--English-2016-20190419233637-150x150.jpg,https://aac.saavncdn.com/558/22c2531db19901de1522e0c8c7ff0c3a_96.mp4,['6LACK'],./music/PRBLMS/PRBLMS.mp3,./music/PRBLMS/PRBLMS.png
Smile,"Juice WRLD, The Weeknd - Smile",Smile,2020,196,https://c.saavncdn.com/632/Smile-English-2020-20200807041654-150x150.jpg,https://aac.saavncdn.com/632/423b14d43c706af2df60d5b63226b37e_96.mp4,"['Juice WRLD', 'The Weeknd']",./music/Smile/Smile.mp3,./music/Smile/Smile.png
Feels,"Calvin Harris ft. Pharrell Williams, Katy Perry, Big Sean, Pharrell Williams, Katy Perry &amp; Big Sean - Feels",Feels,2017,223,https://c.saavncdn.com/918/Feels-English-2017-150x150.jpg,https://aac.saavncdn.com/918/8be0a5c69e9b27a9250a88e64ded891c_96.mp4,['Calvin Harris'],./music/Feels/Feels.mp3,./music/Feels/Feels.png
Pure Cocaine,LiL Baby - Street Gossip,Street Gossip,2018,154,https://c.saavncdn.com/924/Street-Gossip-English-2018-20181129042338-150x150.jpg,https://aac.saavncdn.com/924/ea9cf2dcf584c81d488b7923207f2617_96.mp4,['LiL Baby'],./music/Pure Cocaine/Pure Cocaine.mp3,./music/Pure Cocaine/Pure Cocaine.png
Mercy,Shawn Mendes - Illuminate,Illuminate,2017,208,https://c.saavncdn.com/479/Illuminate-English-2017-20200328213258-150x150.jpg,https://aac.saavncdn.com/479/a8640a19648696beb1051fc6da539b7e_96.mp4,['Shawn Mendes'],./music/Mercy/Mercy.mp3,./music/Mercy/Mercy.png
beibs in the trap,Travis Scott - Birds In The Trap Sing McKnight,Birds In The Trap Sing McKnight,2016,213,https://c.saavncdn.com/645/Birds-In-The-Trap-Sing-McKnight-English-2016-150x150.jpg,https://aac.saavncdn.com/645/18261945f66791e899d5a7b424beb743_96.mp4,['Travis Scott'],./music/beibs in the trap/beibs in the trap.mp3,./music/beibs in the trap/beibs in the trap.png
Dangerous Woman,Ariana Grande - Dangerous Woman,Dangerous Woman,2021,235,https://c.saavncdn.com/722/Dangerous-Woman-English-2021-20210520054025-150x150.jpg,https://aac.saavncdn.com/722/b654a4cd24773cc768b949da83538f18_96.mp4,['Ariana Grande'],./music/Dangerous Woman/Dangerous Woman.mp3,./music/Dangerous Woman/Dangerous Woman.png
Lavender Haze,Taylor Swift - Midnights,Midnights,2022,202,https://c.saavncdn.com/793/Midnights-English-2022-20221021103611-150x150.jpg,https://aac.saavncdn.com/793/1a334dd281be55e24d6a0bef596d4180_96.mp4,['Taylor Swift'],./music/Lavender Haze/Lavender Haze.mp3,./music/Lavender Haze/Lavender Haze.png
Go Loko,"YG ft. Tyga, Jon Z - 4REAL 4REAL",4REAL 4REAL,2019,299,https://c.saavncdn.com/047/4REAL-4REAL-English-2019-20190524033759-150x150.jpg,https://aac.saavncdn.com/047/0facc30ee872fa390bac8fcc120d2f1f_96.mp4,['YG'],./music/Go Loko/Go Loko.mp3,./music/Go Loko/Go Loko.png
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic - An Evening With Silk Sonic",An Evening With Silk Sonic,2021,197,https://c.saavncdn.com/585/An-Evening-With-Silk-Sonic-English-2021-20220303200515-150x150.jpg,https://aac.saavncdn.com/585/977f35c40688a7c882d3c5c1d598480d_96.mp4,"['Bruno Mars', 'Anderson .Paak', 'Silk Sonic']",./music/Smokin Out The Window/Smokin Out The Window.mp3,./music/Smokin Out The Window/Smokin Out The Window.png
Hands To Myself (Fareoh Remix),Selena Gomez - Hands To Myself (Remixes),Hands To Myself (Remixes),2016,181,https://c.saavncdn.com/987/Hands-To-Myself-Remixes-English-2016-150x150.jpg,https://aac.saavncdn.com/987/9472bf8c29f624376da9e374bcb55f5d_96.mp4,['Selena Gomez'],./music/Hands To Myself/Hands To Myself.mp3,./music/Hands To Myself/Hands To Myself.png
Big Energy,Latto - Big Energy,Big Energy,2021,173,https://c.saavncdn.com/885/Big-Energy-English-2021-20210911032815-150x150.jpg,https://aac.saavncdn.com/885/7ce7bc2d14cf8794e0e14f661b255363_96.mp4,['Latto'],./music/Big Energy/Big Energy.mp3,./music/Big Energy/Big Energy.png
Love Me Like You Do (From &quot;Fifty Shades Of Grey&quot;),Ellie Goulding - Fifty Shades Of Grey,Fifty Shades Of Grey,2015,252,https://c.saavncdn.com/391/Fifty-Shades-Of-Grey-English-2015-20191015072653-150x150.jpg,https://aac.saavncdn.com/391/d22dd7b77dcbf8512bc524527ad7a477_96.mp4,['Ellie Goulding'],./music/Love Me Like You Do/Love Me Like You Do.mp3,./music/Love Me Like You Do/Love Me Like You Do.png
This Feeling,The Chainsmokers ft. Kelsea Ballerini - Sick Boy,Sick Boy,2018,197,https://c.saavncdn.com/074/Sick-Boy-English-2018-20181210204414-150x150.jpg,https://aac.saavncdn.com/074/7596f131c08d1890fcedc1ee43fc6dba_96.mp4,['The Chainsmokers'],./music/This Feeling/This Feeling.mp3,./music/This Feeling/This Feeling.png
Love On The Brain,Rihanna - ANTI,ANTI,2016,224,https://c.saavncdn.com/578/ANTI-English-2016-20200328141917-150x150.jpg,https://aac.saavncdn.com/578/741916b259d69f0dfc591390f9fbfb3b_96.mp4,['Rihanna'],./music/Love On The Brain/Love On The Brain.mp3,./music/Love On The Brain/Love On The Brain.png
Really Really,Kevin Gates - Really Really,Really Really,2015,232,https://c.saavncdn.com/703/Really-Really-English-2015-150x150.jpg,https://aac.saavncdn.com/703/317ed1a8dd401a4f9276fb114a998266_96.mp4,['Kevin Gates'],./music/Really Really/Really Really.mp3,./music/Really Really/Really Really.png
F*ck Up Some Commas,Future - DS2 (Deluxe),DS2 (Deluxe),2015,238,https://c.saavncdn.com/530/DS2-Deluxe-English-2015-150x150.jpg,https://aac.saavncdn.com/530/06a0b8bf2ca8dc9e306722ad0ead39fa_96.mp4,['Future'],./music/F*ck Up Some Commas/F*ck Up Some Commas.mp3,./music/F*ck Up Some Commas/F*ck Up Some Commas.png
Natural,Imagine Dragons - Origins,Origins,2018,189,https://c.saavncdn.com/189/Origins-English-2018-20190419235827-150x150.jpg,https://aac.saavncdn.com/189/ce0116567361f1999d93b2044a4c20e2_96.mp4,['Imagine Dragons'],./music/Natural/Natural.mp3,./music/Natural/Natural.png
Body,Megan Thee Stallion - Good News,Good News,2020,171,https://c.saavncdn.com/203/Good-News-English-2020-20201208024107-150x150.jpg,https://aac.saavncdn.com/203/a5ed1353e5f7c852e4f058606a39ac4b_96.mp4,['Megan Thee Stallion'],./music/Body/Body.mp3,./music/Body/Body.png
Lose Yourself,Eminem - Curtain Call: The Hits,Curtain Call: The Hits,2005,326,https://c.saavncdn.com/934/Curtain-Call-Explicit-Version-2005-150x150.jpg,https://aac.saavncdn.com/934/7a23706cb42fb8d425f9fa57fdf9c222_96.mp4,['Eminem'],./music/Lose Yourself/Lose Yourself.mp3,./music/Lose Yourself/Lose Yourself.png
Love Sosa,Chief Keef - Finally Rich,Finally Rich,2012,246,https://c.saavncdn.com/395/Finally-Rich-English-2012-20190420034558-150x150.jpg,https://aac.saavncdn.com/395/640b15cbce76ccb53c54a41008c0279c_96.mp4,['Chief Keef'],./music/Love Sosa/Love Sosa.mp3,./music/Love Sosa/Love Sosa.png
Rubbin off the Paint,YBN Nahmir - Rubbin off the Paint,Rubbin off the Paint,2018,159,https://c.saavncdn.com/465/Rubbin-Off-The-Paint-English-2018-20190607042506-150x150.jpg,https://aac.saavncdn.com/465/7ba6023402b1f96fb6f1f693ad306ba4_96.mp4,['YBN Nahmir'],./music/Rubbin Off The Paint/Rubbin Off The Paint.mp3,./music/Rubbin Off The Paint/Rubbin Off The Paint.png
Midnight Rain,Taylor Swift - Midnights,Midnights,2022,175,https://c.saavncdn.com/793/Midnights-English-2022-20221021103611-150x150.jpg,https://aac.saavncdn.com/793/b94f4734ded4960b01473a0eccf7a44e_96.mp4,['Taylor Swift'],./music/Midnight Rain/Midnight Rain.mp3,./music/Midnight Rain/Midnight Rain.png
Hide Away,Daya - Daya,Daya,2015,192,https://c.saavncdn.com/528/Daya-English-2015-20210910064308-150x150.jpg,https://aac.saavncdn.com/528/c7b073bc270f3bc9f9ca69fb06b84116_96.mp4,['Daya'],./music/Hide Away/Hide Away.mp3,./music/Hide Away/Hide Away.png
Neverita,Bad Bunny - Un Verano Sin Ti,Un Verano Sin Ti,2022,173,https://c.saavncdn.com/068/Un-Verano-Sin-Ti-Spanish-2022-20220506051252-150x150.jpg,https://aac.saavncdn.com/068/3237b9a837cbe8afe451d9c9041414fe_96.mp4,['Bad Bunny'],./music/Neverita/Neverita.mp3,./music/Neverita/Neverita.png
Sum 2 Prove,LiL Baby - Sum 2 Prove,Sum 2 Prove,2020,206,https://c.saavncdn.com/491/Sum-2-Prove-English-2020-20200109230841-150x150.jpg,https://aac.saavncdn.com/491/0190ff2dfea501204302236b7af899f5_96.mp4,['LiL Baby'],./music/Sum 2 Prove/Sum 2 Prove.mp3,./music/Sum 2 Prove/Sum 2 Prove.png
Moves,Big Sean - I Decided.,I Decided.,2017,143,https://c.saavncdn.com/910/I-Decided--English-2017-150x150.jpg,https://aac.saavncdn.com/910/72a3946e8fd48b351ffa61bafcdb97c2_96.mp4,['Big Sean'],./music/Moves/Moves.mp3,./music/Moves/Moves.png
Dandelions,Ruth B. - Dandelions,Dandelions,2017,233,https://c.saavncdn.com/400/Dandelions-English-2017-150x150.jpg,https://aac.saavncdn.com/400/8cc5771338db2fa8cc57545aa68777dc_96.mp4,['Ruth B.'],./music/Dandelions/Dandelions.mp3,./music/Dandelions/Dandelions.png
Splashin,Rich The Kid - The World Is Yours 2,The World Is Yours 2,2019,177,https://c.saavncdn.com/294/The-World-Is-Yours-2-English-2019-20190419235244-150x150.jpg,https://aac.saavncdn.com/294/59548383dda6370a96062f6d019556dc_96.mp4,['Rich The Kid'],./music/Splashin/Splashin.mp3,./music/Splashin/Splashin.png
Break My Heart,Dua Lipa - Future Nostalgia,Future Nostalgia,2020,221,https://c.saavncdn.com/665/Future-Nostalgia-English-2020-20231009225208-150x150.jpg,https://aac.saavncdn.com/665/bd2f1f23571e3b431bdc18d26d89ea25_96.mp4,['Dua Lipa'],./music/Break My Heart/Break My Heart.mp3,./music/Break My Heart/Break My Heart.png
Surface Pressure,Jessica Darrow - Encanto,Encanto,2021,202,https://c.saavncdn.com/370/Encanto-English-2021-20211118053545-150x150.jpg,https://aac.saavncdn.com/370/08f94b83a13a9332e39720f11aca1cba_96.mp4,['Jessica Darrow'],./music/Surface Pressure/Surface Pressure.mp3,./music/Surface Pressure/Surface Pressure.png
Arms Around You (feat. Maluma &amp; Swae Lee),"XXXTENTACION, Lil Pump ft. Maluma, Swae Lee - Arms Around You (feat. Maluma &amp; Swae Lee)",Arms Around You (feat. Maluma &amp; Swae Lee),2018,198,https://c.saavncdn.com/451/Arms-Around-You-feat-Maluma-Swae-Lee--English-2018-20191022010100-150x150.jpg,https://aac.saavncdn.com/451/488ab673a43aa0faf6c7d647e0951e65_96.mp4,"['XXXTENTACION', 'Lil Pump']",./music/Arms Around You/Arms Around You.mp3,./music/Arms Around You/Arms Around You.png
Runnin,"21 Savage, Metro Boomin - SAVAGE MODE II",SAVAGE MODE II,2020,195,https://c.saavncdn.com/697/SAVAGE-MODE-II-English-2020-20201027230800-150x150.jpg,https://aac.saavncdn.com/697/59caeeef79b7d45802b0dca3508d013a_96.mp4,"['21 Savage', 'Metro Boomin']",./music/Runnin/Runnin.mp3,./music/Runnin/Runnin.png
Praying,Kesha - Rainbow,Rainbow,2017,230,https://c.saavncdn.com/120/Rainbow-English-2017-20170809165433-150x150.jpg,https://aac.saavncdn.com/120/3148dfa4d47728dd52cc3f1146550408_96.mp4,['Kesha'],./music/Praying/Praying.mp3,./music/Praying/Praying.png
Paranoid,Post Malone - beerbongs &amp; bentleys,beerbongs &amp; bentleys,2018,224,https://c.saavncdn.com/454/beerbongs-bentleys-English-2018-20180426031217-150x150.jpg,https://aac.saavncdn.com/454/50638e4b09ebd91923754304d04ad2df_96.mp4,['Post Malone'],./music/Paranoid/Paranoid.mp3,./music/Paranoid/Paranoid.png
Praise God,Kanye West - Donda,Donda,2021,226,https://c.saavncdn.com/525/Donda-English-2021-20211019072814-150x150.jpg,https://aac.saavncdn.com/525/1d4664fa0b0000ba21f1ff4e5e755fa6_96.mp4,['Kanye West'],./music/Praise God/Praise God.mp3,./music/Praise God/Praise God.png
Neighbors,J. Cole - 4 Your Eyez Only,4 Your Eyez Only,2016,216,https://c.saavncdn.com/520/4-Your-Eyez-Only-English-2016-20190419223937-150x150.jpg,https://aac.saavncdn.com/520/5f01b18b4ec9986e6ef8087274d0a4c8_96.mp4,['J. Cole'],./music/Neighbors/Neighbors.mp3,./music/Neighbors/Neighbors.png
I Hope (feat. Charlie Puth),Gabby Barrett ft. Charlie Puth - I Hope (feat. Charlie Puth),I Hope (feat. Charlie Puth),2020,209,https://c.saavncdn.com/915/I-Hope-feat-Charlie-Puth--English-2020-20211013045019-150x150.jpg,https://aac.saavncdn.com/915/6c3cbee41a22711611ab7257774a4440_96.mp4,['Gabby Barrett'],./music/I Hope/I Hope.mp3,./music/I Hope/I Hope.png
Centuries,Fall Out Boy - American Beauty/American Psycho,American Beauty/American Psycho,2015,231,https://c.saavncdn.com/757/American-Beauty-American-Psycho-English-2015-20200703094042-150x150.jpg,https://aac.saavncdn.com/757/5bc1c596b1666b4e5ba940e2336f7755_96.mp4,['Fall Out Boy'],./music/Centuries/Centuries.mp3,./music/Centuries/Centuries.png
MAMIII,"Becky G, Karol G - MAMIII",MAMIII,2022,226,https://c.saavncdn.com/053/MAMIII-English-2022-20220210215618-150x150.jpg,https://aac.saavncdn.com/053/c58d237e9b0a16a21917b02da6212d7e_96.mp4,"['Becky G', 'Karol G']",./music/MAMIII/MAMIII.mp3,./music/MAMIII/MAMIII.png
Stuck with U,"Ariana Grande, Justin Bieber - Stuck with U",Stuck with U,2020,228,https://c.saavncdn.com/307/Stuck-with-U-English-2020-20200508041707-150x150.jpg,https://aac.saavncdn.com/307/d683b3b75b1b38d43288ba585ea46082_96.mp4,"['Ariana Grande', 'Justin Bieber']",./music/Stuck with U/Stuck with U.mp3,./music/Stuck with U/Stuck with U.png
Cheerleader (Felix Jaehn Remix) (Radio Edit),Omi - Cheerleader (Felix Jaehn Remix) (Radio Edit),Cheerleader (Felix Jaehn Remix) (Radio Edit),2014,180,https://c.saavncdn.com/951/Cheerleader-English-2014-150x150.jpg,https://aac.saavncdn.com/951/44bb20b4e2c16e5287b610509cdabc62_96.mp4,['Omi'],./music/Cheerleader (Felix Jaehn Remix)/Cheerleader (Felix Jaehn Remix).mp3,./music/Cheerleader (Felix Jaehn Remix)/Cheerleader (Felix Jaehn Remix).png
Playinwitme (feat. Kehlani),Kyle ft. Kehlani - Playinwitme (feat. Kehlani),Playinwitme (feat. Kehlani),2018,193,https://c.saavncdn.com/641/Playinwitme-feat-Kehlani--English-2018-20190607042348-150x150.jpg,https://aac.saavncdn.com/641/0e747d372f7ceb7512257ea514d1b7b4_96.mp4,['Kyle'],./music/Playinwitme/Playinwitme.mp3,./music/Playinwitme/Playinwitme.png
All Mine,Kanye West - ye,ye,2018,146,https://c.saavncdn.com/111/ye-English-2018-20181106181627-150x150.jpg,https://aac.saavncdn.com/111/411f46d47c643ce325846a83480f2c4f_96.mp4,['Kanye West'],./music/All Mine/All Mine.mp3,./music/All Mine/All Mine.png
Beautiful Mistakes,"Maroon 5, Megan Thee Stallion - JORDI (Deluxe)",JORDI (Deluxe),2021,227,https://c.saavncdn.com/735/JORDI-Deluxe--English-2021-20210622202023-150x150.jpg,https://aac.saavncdn.com/735/00fe660a36696b9db262eab047e9691d_96.mp4,"['Maroon 5', 'Megan Thee Stallion']",./music/Beautiful Mistakes/Beautiful Mistakes.mp3,./music/Beautiful Mistakes/Beautiful Mistakes.png
Sauce It Up,Lil Uzi Vert - Luv Is Rage 2,Luv Is Rage 2,2017,207,https://c.saavncdn.com/979/Luv-Is-Rage-2-English-2017-20190607042947-150x150.jpg,https://aac.saavncdn.com/979/4087df97be6525b29842e895d040c7de_96.mp4,['Lil Uzi Vert'],./music/Sauce It Up/Sauce It Up.mp3,./music/Sauce It Up/Sauce It Up.png
How Far I'll Go ,Alessia Cara - Moana,Moana,2016,174,https://c.saavncdn.com/925/Moana-English-2016-150x150.jpg,https://aac.saavncdn.com/925/994bd2896b43573d50911c305c77459e_96.mp4,['Alessia Cara'],./music/How Far I'll Go/How Far I'll Go.mp3,./music/How Far I'll Go/How Far I'll Go.png
