Title,Subtitle,Album,Year,Duration,ImageUrl,MusicUrl,Artist,LocalMusicUrl,LocalImageUrl
Jump,"Julia Michaels, Trippie Redd - Jump",Jump,2018,207,https://c.saavncdn.com/415/Jump-English-2018-20180502233248-150x150.jpg,https://aac.saavncdn.com/415/ae3fa691404600c48d8fc8cf6ac7ecf0_96.mp4,"['Julia Michaels', 'Trippie Redd']",./music/Jump/Jump.mp3,./music/Jump/Jump.png
The Sound,The 1975 - The Sound,The Sound,2016,248,https://c.saavncdn.com/456/The-Sound-English-2016-150x150.jpg,https://aac.saavncdn.com/456/879640d6abd53e2ef301fbd058f3756f_96.mp4,['The 1975'],./music/The Sound/The Sound.mp3,./music/The Sound/The Sound.png
Surround Sound,"Jid ft. 21 Savage, Baby Tate - The Forever Story (Extended Version)",The Forever Story (Extended Version),2022,230,https://c.saavncdn.com/050/The-Forever-Story-Extended-Version-English-2022-20221103103547-150x150.jpg,https://aac.saavncdn.com/050/11c91c0529246562347cf219b05f195d_96.mp4,['Jid'],./music/Surround Sound/Surround Sound.mp3,./music/Surround Sound/Surround Sound.png
This Bar,Morgan Wallen - This Bar,This Bar,2020,185,https://c.saavncdn.com/825/This-Bar-English-2020-20200904054123-150x150.jpg,https://aac.saavncdn.com/825/dfbb0636bc03bc407f54edcb8f80ef34_96.mp4,['Morgan Wallen'],./music/This Bar/This Bar.mp3,./music/This Bar/This Bar.png
untitled 02 | 06.23.2014.,Kendrick Lamar - untitled unmastered.,untitled unmastered.,2016,258,https://c.saavncdn.com/129/untitled-unmastered-English-2016-150x150.jpg,https://aac.saavncdn.com/129/456772f655de407742dce67e2ca41d79_96.mp4,['Kendrick Lamar'],./music/untitled 02 | 06.23.2014./untitled 02 | 06.23.2014..mp3,./music/untitled 02 | 06.23.2014./untitled 02 | 06.23.2014..png
Envolver,Anitta - Envolver,Envolver,2021,193,https://c.saavncdn.com/989/Envolver-Spanish-2021-20220408025533-150x150.jpg,https://aac.saavncdn.com/989/e1a88a8aee3d933c61ec1080ecb066b3_96.mp4,['Anitta'],./music/Envolver/Envolver.mp3,./music/Envolver/Envolver.png
Friday (Dopamine Re-Edit),"Riton, Nightcrawlers ft. Mufasa &amp; Hypeman - Friday (Dopamine Re-Edit)",Friday (Dopamine Re-Edit),2021,169,https://c.saavncdn.com/318/Friday-Dopamine-Re-Edit--English-2021-20201221170533-150x150.jpg,https://aac.saavncdn.com/318/4b855a350b015a6bb096a1b30f8d1a98_96.mp4,"['Riton', 'Nightcrawlers']",./music/Friday/Friday.mp3,./music/Friday/Friday.png
Pure Souls,Kanye West - Donda,Donda,2021,358,https://c.saavncdn.com/525/Donda-English-2021-20211019072814-150x150.jpg,https://aac.saavncdn.com/525/d0261998d2a7a485c1c9917f9e47de8a_96.mp4,['Kanye West'],./music/Pure Souls/Pure Souls.mp3,./music/Pure Souls/Pure Souls.png
Dark Side Of The Moon,Lil Wayne ft. Nicki Minaj - Tha Carter V,Tha Carter V,2018,242,https://c.saavncdn.com/815/Tha-Carter-V-English-2018-20220511034539-150x150.jpg,https://aac.saavncdn.com/815/6ec2f2eccaf4d03a5b09cf3988087027_96.mp4,['Lil Wayne'],./music/Dark Side Of The Moon/Dark Side Of The Moon.mp3,./music/Dark Side Of The Moon/Dark Side Of The Moon.png
I'm so Groovy,Future - FUTURE,FUTURE,2017,264,https://c.saavncdn.com/102/FUTURE-English-2017-150x150.jpg,https://aac.saavncdn.com/102/0890feee84f26e3245ac43a0b8d98b6a_96.mp4,['Future'],./music/I'm so Groovy/I'm so Groovy.mp3,./music/I'm so Groovy/I'm so Groovy.png
Skepta Interlude,Drake - More Life,More Life,2017,143,https://c.saavncdn.com/406/More-Life-English-2017-20200328182433-150x150.jpg,https://aac.saavncdn.com/406/a8ace302a9e4ea68d16af491ecb18cc0_96.mp4,['Drake'],./music/Skepta Interlude/Skepta Interlude.mp3,./music/Skepta Interlude/Skepta Interlude.png
Never Seen the Rain,Tones and I - Never Seen The Rain,Never Seen The Rain,2019,200,https://c.saavncdn.com/865/Never-Seen-The-Rain-English-2019-20190809200204-150x150.jpg,https://aac.saavncdn.com/865/9b09d20a469a172131b89418c2cee253_96.mp4,['Tones and I'],./music/Never Seen the Rain/Never Seen the Rain.mp3,./music/Never Seen the Rain/Never Seen the Rain.png
Conceited,SZA - SOS,SOS,2022,151,https://c.saavncdn.com/955/SOS-English-2022-20221208152657-150x150.jpg,https://aac.saavncdn.com/955/f086a463428ce560498eb4b99756125a_96.mp4,['SZA'],./music/Conceited/Conceited.mp3,./music/Conceited/Conceited.png
DNA,BTS - Love Yourself 結 'Answer',Love Yourself 結 'Answer',2021,223,https://c.saavncdn.com/591/Love-Yourself-Answer--Korean-2021-20211204034621-150x150.jpg,https://aac.saavncdn.com/591/1ef01b0910114db8942536e0dc86c77d_96.mp4,['BTS'],./music/DNA/DNA.mp3,./music/DNA/DNA.png
Escapism.,"Raye, 070 Shake - Escapism. / The Thrill Is Gone.",Escapism. / The Thrill Is Gone.,2022,272,https://c.saavncdn.com/376/Escapism-The-Thrill-Is-Gone-English-2022-20221008020214-150x150.jpg,https://aac.saavncdn.com/376/b8671308aabcd1349b9e520529da2e65_96.mp4,"['Raye', '070 Shake']",./music/Escapism./Escapism..mp3,./music/Escapism./Escapism..png
Still Falling For You (From &quot;Bridget Jones's Baby&quot;),Ellie Goulding - Still Falling For You (From &quot;Bridget Jones's Baby&quot; Original Motion Picture Soundtrack),Still Falling For You (From &quot;Bridget Jones's Baby&quot; Original Motion Picture Soundtrack),2016,241,https://c.saavncdn.com/568/Still-Falling-For-You-From-Bridget-Jones-s-Baby-Original-Motion-Picture-Soundtrack-English-2016-150x150.jpg,https://aac.saavncdn.com/568/dec04c251ca6197dd3591920351d101d_96.mp4,['Ellie Goulding'],./music/Still Falling For You/Still Falling For You.mp3,./music/Still Falling For You/Still Falling For You.png
Less Than Zero,The Weeknd - Dawn FM,Dawn FM,2022,211,https://c.saavncdn.com/739/Dawn-FM-English-2022-20220107104036-150x150.jpg,https://aac.saavncdn.com/739/b13c0eb163ab17f9cbd857f93886c889_96.mp4,['The Weeknd'],./music/Less Than Zero/Less Than Zero.mp3,./music/Less Than Zero/Less Than Zero.png
Side Effects,The Chainsmokers ft. Emily Warren - Sick Boy,Sick Boy,2018,173,https://c.saavncdn.com/074/Sick-Boy-English-2018-20181210204414-150x150.jpg,https://aac.saavncdn.com/074/06bb1f0267582e9fb4701fcc28d80607_96.mp4,['The Chainsmokers'],./music/Side Effects/Side Effects.mp3,./music/Side Effects/Side Effects.png
Don't It,Billy Currington - Summer Forever,Summer Forever,2015,190,https://c.saavncdn.com/296/Summer-Forever-English-2015-150x150.jpg,https://aac.saavncdn.com/296/90df1baf2c10ded6dcf44a0a9d94b3fd_96.mp4,['Billy Currington'],./music/Don't It/Don't It.mp3,./music/Don't It/Don't It.png
Supermarket Flowers,Ed Sheeran - ÷,÷,2017,221,https://c.saavncdn.com/286/WMG_190295851286-English-2017-150x150.jpg,https://aac.saavncdn.com/286/559d5e175fdea00090e3ae7596988376_96.mp4,['Ed Sheeran'],./music/Supermarket Flowers/Supermarket Flowers.mp3,./music/Supermarket Flowers/Supermarket Flowers.png
Record Year,Eric Church - Mr. Misunderstood,Mr. Misunderstood,2015,179,https://c.saavncdn.com/277/Mr-Misunderstood-English-2015-150x150.jpg,https://aac.saavncdn.com/277/c898fc447ca3584f9101e11d49dcf17e_96.mp4,['Eric Church'],./music/Record Year/Record Year.mp3,./music/Record Year/Record Year.png
What My World Spins Around,Jordan Davis - What My World Spins Around,What My World Spins Around,2022,186,https://c.saavncdn.com/865/What-My-World-Spins-Around-English-2022-20220526053555-150x150.jpg,https://aac.saavncdn.com/865/52a690d30f612b42a37fc3840afe084c_96.mp4,['Jordan Davis'],./music/What My World Spins Around/What My World Spins Around.mp3,./music/What My World Spins Around/What My World Spins Around.png
Hear Me Now,"Alok, Zeeba, Bruno Martini - Hear Me Now",Hear Me Now,2016,192,https://c.saavncdn.com/547/Hear-Me-Now-English-2017-20190607042725-150x150.jpg,https://aac.saavncdn.com/547/f4ad95003ef4aa3cf250f747c6c7bc42_96.mp4,"['Alok', 'Zeeba', 'Bruno Martini']",./music/Hear Me Now/Hear Me Now.mp3,./music/Hear Me Now/Hear Me Now.png
Reflections,MisterWives - Our Own House,Our Own House,2015,188,https://c.saavncdn.com/845/Our-Own-House-English-2015-20200606192228-150x150.jpg,https://aac.saavncdn.com/845/380988df660b1fea3eff7c7729d30dff_96.mp4,['MisterWives'],./music/Reflections/Reflections.mp3,./music/Reflections/Reflections.png
Everybody Hates Me,The Chainsmokers - Sick Boy,Sick Boy,2018,223,https://c.saavncdn.com/074/Sick-Boy-English-2018-20181210204414-150x150.jpg,https://aac.saavncdn.com/074/a0ac6709a4d706a276eb88d12987b418_96.mp4,['The Chainsmokers'],./music/Everybody Hates Me/Everybody Hates Me.mp3,./music/Everybody Hates Me/Everybody Hates Me.png
Since Way Back,Drake ft. PARTYNEXTDOOR - More Life,More Life,2017,368,https://c.saavncdn.com/406/More-Life-English-2017-20200328182433-150x150.jpg,https://aac.saavncdn.com/406/149e4fccbb60afec68d6e145a56470e7_96.mp4,['Drake'],./music/Since Way Back/Since Way Back.mp3,./music/Since Way Back/Since Way Back.png
Hymn for the Weekend,Coldplay - A Head Full of Dreams,A Head Full of Dreams,2015,258,https://c.saavncdn.com/141/A-Head-Full-of-Dreams-English-2015-20201104170723-150x150.jpg,https://aac.saavncdn.com/141/579c70096de26b2fab435301383d2bfb_96.mp4,['Coldplay'],./music/Hymn for the Weekend/Hymn for the Weekend.mp3,./music/Hymn for the Weekend/Hymn for the Weekend.png
love nwantiti (feat. ElGrande Toto) (North African Remix),Ckay ft. ElGrande Toto - love nwantiti (feat. ElGrande Toto) (North African Remix),love nwantiti (feat. ElGrande Toto) (North African Remix),2020,135,https://c.saavncdn.com/783/love-nwantiti-feat-ElGrande-Toto-North-African-Remix--English-2020-20200820200202-150x150.jpg,https://aac.saavncdn.com/783/0b11e56061d4eda74c5e4ad6a3ed646d_96.mp4,['Ckay'],./music/love nwantiti/love nwantiti.mp3,./music/love nwantiti/love nwantiti.png
Too Late,The Weeknd - After Hours,After Hours,2020,239,https://c.saavncdn.com/077/After-Hours-English-2020-20200320041958-150x150.jpg,https://aac.saavncdn.com/077/f4a1fac56cbb3a28037d5b74e80004bb_96.mp4,['The Weeknd'],./music/Too Late/Too Late.mp3,./music/Too Late/Too Late.png
Fountains,Drake ft. Tems - Certified Lover Boy,Certified Lover Boy,2021,192,https://c.saavncdn.com/901/Certified-Lover-Boy-English-2021-20210922033636-150x150.jpg,https://aac.saavncdn.com/901/93d3d53fe3a8d61d7be6c48566e70d54_96.mp4,['Drake'],./music/Fountains/Fountains.mp3,./music/Fountains/Fountains.png
nasty,Ariana Grande - Positions,Positions,2020,200,https://c.saavncdn.com/894/Positions-English-2020-20201030095444-150x150.jpg,https://aac.saavncdn.com/894/c1f10289b748ced98210adf14d644435_96.mp4,['Ariana Grande'],./music/nasty/nasty.mp3,./music/nasty/nasty.png
Plain Jane REMIX,A$AP Ferg ft. Nicki Minaj - Plain Jane REMIX,Plain Jane REMIX,2017,202,https://c.saavncdn.com/440/Plain-Jane-REMIX-English-2017-20171215020859-150x150.jpg,https://aac.saavncdn.com/440/1a27790188aa8fcce5ad370e8e59d3d7_96.mp4,['A$AP Ferg'],./music/Plain Jane REMIX/Plain Jane REMIX.mp3,./music/Plain Jane REMIX/Plain Jane REMIX.png
Nico and the Niners,Twenty One Pilots - Jumpsuit / Nico and the Niners,Jumpsuit / Nico and the Niners,2018,227,https://c.saavncdn.com/001/Jumpsuit-Nico-And-The-Niners-English-2018-20190607042010-150x150.jpg,https://aac.saavncdn.com/001/90d3626d8366881b99841175eccc6645_96.mp4,['Twenty One Pilots'],./music/Nico And The Niners/Nico And The Niners.mp3,./music/Nico And The Niners/Nico And The Niners.png
I Thought About Killing You,Kanye West - ye,ye,2018,274,https://c.saavncdn.com/111/ye-English-2018-20181106181627-150x150.jpg,https://aac.saavncdn.com/111/25edc59cf8de79013c6a9e91b8e44dfc_96.mp4,['Kanye West'],./music/I Thought About Killing You/I Thought About Killing You.mp3,./music/I Thought About Killing You/I Thought About Killing You.png
Save Me,XXXTENTACION - 17,17,2017,163,https://c.saavncdn.com/767/17-English-2017-20170823130421-150x150.jpg,https://aac.saavncdn.com/767/0e0a3bb89537d6888e303f0c56f4c8fd_96.mp4,['XXXTENTACION'],./music/Save Me/Save Me.mp3,./music/Save Me/Save Me.png
X ÚLTIMA VEZ,"Daddy Yankee, Bad Bunny - LEGENDADDY",LEGENDADDY,2022,192,https://c.saavncdn.com/646/LEGENDADDY-English-2022-20220325065119-150x150.jpg,https://aac.saavncdn.com/646/bc21e29e5e2255c13a9f7836b9dc64ee_96.mp4,"['Daddy Yankee', 'Bad Bunny']",./music/X ÚLTIMA VEZ/X ÚLTIMA VEZ.mp3,./music/X ÚLTIMA VEZ/X ÚLTIMA VEZ.png
4th Dimension,KIDS SEE GHOSTS ft. Louis Prima - KIDS SEE GHOSTS,KIDS SEE GHOSTS,2018,153,https://c.saavncdn.com/911/KIDS-SEE-GHOSTS-English-2018-20180608183950-150x150.jpg,https://aac.saavncdn.com/911/7bf3c33fa0b001b9e3d48fe86c4d9581_96.mp4,['KIDS SEE GHOSTS'],./music/4th Dimension/4th Dimension.mp3,./music/4th Dimension/4th Dimension.png
Black Panther,Kendrick Lamar - Black Panther The Album Music From And Inspired By,Black Panther The Album Music From And Inspired By,2018,130,https://c.saavncdn.com/231/Black-Panther-The-Album-Music-From-And-Inspired-By-English-2018-20190419233605-150x150.jpg,https://aac.saavncdn.com/231/73be16cc769e36c9130b532d5bf0b942_96.mp4,['Kendrick Lamar'],./music/Black Panther/Black Panther.mp3,./music/Black Panther/Black Panther.png
Heatstroke,"Calvin Harris ft. Young Thug, Pharrell Williams, Ariana Grande, Young Thug, Pharrell Williams &amp; Ariana Grande - Heatstroke",Heatstroke,2017,229,https://c.saavncdn.com/469/Heatstroke-English-2017-150x150.jpg,https://aac.saavncdn.com/469/3d02b857f20c5eb641d544de69f9a321_96.mp4,['Calvin Harris'],./music/Heatstroke/Heatstroke.mp3,./music/Heatstroke/Heatstroke.png
Boy's a Liar Pt. 2,"PinkPantheress, Ice Spice - Boy's a liar Pt. 2",Boy's a liar Pt. 2,2023,131,https://c.saavncdn.com/386/Boy-s-a-liar-Pt-2-English-2023-20230203165122-150x150.jpg,https://aac.saavncdn.com/386/f9d8ea7ba08ef8766e437ae05a356aa8_96.mp4,"['PinkPantheress', 'Ice Spice']",./music/Boy's a liar/Boy's a liar.mp3,./music/Boy's a liar/Boy's a liar.png
Bubblegum Bitch,Marina - Electra Heart,Electra Heart,2012,154,https://c.saavncdn.com/663/Electra-Heart-English-2012-20190607045119-150x150.jpg,https://aac.saavncdn.com/663/5a45186b2191b71d2c5059ca71801bc9_96.mp4,['Marina'],./music/Bubblegum Bitch/Bubblegum Bitch.mp3,./music/Bubblegum Bitch/Bubblegum Bitch.png
Uptown Vibes (feat. Fabolous &amp; Anuel AA),"Meek Mill ft. Anuel Aa, Fabolous - Uptown Vibes (feat. Fabolous &amp; Anuel AA)",Uptown Vibes (feat. Fabolous &amp; Anuel AA),2018,190,https://c.saavncdn.com/791/Uptown-Vibes-feat-Fabolous-Anuel-AA--English-2018-20190607041709-150x150.jpg,https://aac.saavncdn.com/791/d3da3846d6114bfda1d7bc7a9acd194b_96.mp4,['Meek Mill'],./music/Uptown Vibes/Uptown Vibes.mp3,./music/Uptown Vibes/Uptown Vibes.png
Lover (Remix),Taylor Swift ft. Shawn Mendes - Lover (Remix),Lover (Remix),2019,223,https://c.saavncdn.com/219/Lover-Remix--English-2019-20191113031000-150x150.jpg,https://aac.saavncdn.com/219/bed6f6f73cc56ee7ca95db3f3a3081a3_96.mp4,['Taylor Swift'],./music/Lover (Remix)/Lover (Remix).mp3,./music/Lover (Remix)/Lover (Remix).png
Youth,Shawn Mendes ft. Khalid - Shawn Mendes,Shawn Mendes,2018,190,https://c.saavncdn.com/480/Shawn-Mendes-English-2018-20180523231340-150x150.jpg,https://aac.saavncdn.com/480/fcec505868bf2b47600851333d868ee4_96.mp4,['Shawn Mendes'],./music/Youth/Youth.mp3,./music/Youth/Youth.png
Been That Way,Bryson Tiller - Been That Way,Been That Way,2015,199,https://c.saavncdn.com/255/Been-That-Way-English-2015-150x150.jpg,https://aac.saavncdn.com/255/e2775ad79af61a749255664715ae87da_96.mp4,['Bryson Tiller'],./music/Been That Way/Been That Way.mp3,./music/Been That Way/Been That Way.png
cowboy like me,Taylor Swift - evermore,evermore,2020,275,https://c.saavncdn.com/675/evermore-English-2020-20201211103907-150x150.jpg,https://aac.saavncdn.com/675/7d11d6dc744655ab36767a4baf3ac124_96.mp4,['Taylor Swift'],./music/cowboy like me/cowboy like me.mp3,./music/cowboy like me/cowboy like me.png
Opps,"Vince Staples, Yugen Blakrok - Black Panther The Album Music From And Inspired By",Black Panther The Album Music From And Inspired By,2018,180,https://c.saavncdn.com/231/Black-Panther-The-Album-Music-From-And-Inspired-By-English-2018-20190419233605-150x150.jpg,https://aac.saavncdn.com/231/5943860c9acadd80919f3e31f59467f2_96.mp4,"['Vince Staples', 'Yugen Blakrok']",./music/Opps/Opps.mp3,./music/Opps/Opps.png
Girl Of My Dreams,"Suga, Juice WRLD, BTS - Fighting Demons (Digital Deluxe)",Fighting Demons (Digital Deluxe),2022,226,https://c.saavncdn.com/884/Fighting-Demons-Digital-Deluxe--English-2022-20220318063656-150x150.jpg,https://aac.saavncdn.com/884/d80903233a6ed038cd1710c409d9be7f_96.mp4,"['Suga', 'Juice WRLD', 'BTS']",./music/Girl Of My Dreams/Girl Of My Dreams.mp3,./music/Girl Of My Dreams/Girl Of My Dreams.png
Nervous,Shawn Mendes - Shawn Mendes,Shawn Mendes,2018,164,https://c.saavncdn.com/480/Shawn-Mendes-English-2018-20180523231340-150x150.jpg,https://aac.saavncdn.com/480/6de87bec9df49e865992a17071d61eff_96.mp4,['Shawn Mendes'],./music/Nervous/Nervous.mp3,./music/Nervous/Nervous.png
Mac 10,"Trippie Redd ft. LiL Baby, Lil Duke - Mac 10",Mac 10,2019,125,https://c.saavncdn.com/769/Mac-10-English-2019-20190723150434-150x150.jpg,https://aac.saavncdn.com/769/500274765be8f89d914687de11941c0a_96.mp4,['Trippie Redd'],./music/Mac 10/Mac 10.mp3,./music/Mac 10/Mac 10.png
Love Again,Dua Lipa - Future Nostalgia,Future Nostalgia,2020,258,https://c.saavncdn.com/665/Future-Nostalgia-English-2020-20231009225208-150x150.jpg,https://aac.saavncdn.com/665/345db6fd4257836c528aba8067b49863_96.mp4,['Dua Lipa'],./music/Love Again/Love Again.mp3,./music/Love Again/Love Again.png
Over Now,"Calvin Harris, The Weeknd - Over Now",Over Now,2020,211,https://c.saavncdn.com/495/Over-Now-English-2020-20200827155904-150x150.jpg,https://aac.saavncdn.com/495/6c4d7d269fb0b55b395452e720d3691f_96.mp4,"['Calvin Harris', 'The Weeknd']",./music/Over Now/Over Now.mp3,./music/Over Now/Over Now.png
Remote Control,Kanye West - Donda,Donda,2021,198,https://c.saavncdn.com/525/Donda-English-2021-20211019072814-150x150.jpg,https://aac.saavncdn.com/525/691ad1fc3d31b7afb5d9a23e6a1ae516_96.mp4,['Kanye West'],./music/Remote Control/Remote Control.mp3,./music/Remote Control/Remote Control.png
6 Man,Drake - If You're Reading This It's Too Late,If You're Reading This It's Too Late,2015,168,https://c.saavncdn.com/915/If-You-re-Reading-This-It-s-Too-Late-English-2015-20200429002552-150x150.jpg,https://aac.saavncdn.com/915/686a6fd71fc27fb85bfd11058036230c_96.mp4,['Drake'],./music/6 Man/6 Man.mp3,./music/6 Man/6 Man.png
Wasted,Tiësto ft. Matthew Koma - Wasted,Wasted,2014,190,https://c.saavncdn.com/946/Wasted-English-2014-20190110092625-150x150.jpg,https://aac.saavncdn.com/946/9f28d9247ac3e269113b3daa3b7ecedd_96.mp4,['Tiësto'],./music/Wasted/Wasted.mp3,./music/Wasted/Wasted.png
State Of Grace (Taylor's Version),Taylor Swift - Red (Taylor's Version),Red (Taylor's Version),2021,295,https://c.saavncdn.com/330/Red-Taylor-s-Version--English-2021-20211112114609-150x150.jpg,https://aac.saavncdn.com/330/b8c34de8262896f21233cc3b3377b18c_96.mp4,['Taylor Swift'],./music/State Of Grace (Taylor's Version)/State Of Grace (Taylor's Version).mp3,./music/State Of Grace (Taylor's Version)/State Of Grace (Taylor's Version).png
Remember That Night?,Sara Kays - Remember That Night?,Remember That Night?,2020,227,https://c.saavncdn.com/585/Remember-That-Night-English-2020-20201104022330-150x150.jpg,https://aac.saavncdn.com/585/6b98e576f73224e8055f8f0126e42837_96.mp4,['Sara Kays'],./music/Remember That Night?/Remember That Night?.mp3,./music/Remember That Night?/Remember That Night?.png
American Oxygen,Rihanna - American Oxygen,American Oxygen,2015,320,https://c.saavncdn.com/295/American-Oxygen-English-2015-150x150.jpg,https://aac.saavncdn.com/295/1198cbb0ce8d4c6f16260e4729cdec4d_96.mp4,['Rihanna'],./music/American Oxygen/American Oxygen.mp3,./music/American Oxygen/American Oxygen.png
You Better Move,Lil Uzi Vert - Eternal Atake,Eternal Atake,2020,196,https://c.saavncdn.com/934/Eternal-Atake-English-2020-20200612112303-150x150.jpg,https://aac.saavncdn.com/934/c28a3b4a2ccdef95dc0b1620cde4763c_96.mp4,['Lil Uzi Vert'],./music/You Better Move/You Better Move.mp3,./music/You Better Move/You Better Move.png
It'll Be Okay,Shawn Mendes - It'll Be Okay,It'll Be Okay,2021,223,https://c.saavncdn.com/967/It-ll-Be-Okay-English-2021-20211202053747-150x150.jpg,https://aac.saavncdn.com/967/0148953f46c901928495047a1973036a_96.mp4,['Shawn Mendes'],./music/It'll Be Okay/It'll Be Okay.mp3,./music/It'll Be Okay/It'll Be Okay.png
Ordinary Life,The Weeknd - Starboy,Starboy,2016,222,https://c.saavncdn.com/372/Starboy-English-2016-150x150.jpg,https://aac.saavncdn.com/372/bdba91cded8d1383eefec3a62f90db04_96.mp4,['The Weeknd'],./music/Ordinary Life/Ordinary Life.mp3,./music/Ordinary Life/Ordinary Life.png
Pass Dat,Jeremih - Pass Dat,Pass Dat,2015,174,https://c.saavncdn.com/252/Pass-Dat-English-2015-20180413183715-150x150.jpg,https://aac.saavncdn.com/252/2329a9187806b74b6817e1bcf0ba308e_96.mp4,['Jeremih'],./music/Pass Dat/Pass Dat.mp3,./music/Pass Dat/Pass Dat.png
How Do I Make You Love Me?,The Weeknd - Dawn FM,Dawn FM,2022,214,https://c.saavncdn.com/739/Dawn-FM-English-2022-20220107104036-150x150.jpg,https://aac.saavncdn.com/739/8c41aed3ad4578c2437dc89f5fd54c8e_96.mp4,['The Weeknd'],./music/How Do I Make You Love Me?/How Do I Make You Love Me?.mp3,./music/How Do I Make You Love Me?/How Do I Make You Love Me?.png
Sweet Creature,Harry Styles - Harry Styles,Harry Styles,2017,224,https://c.saavncdn.com/985/Harry-Styles-English-2017-150x150.jpg,https://aac.saavncdn.com/985/f6c84adb57fec90c6d58eb373cee8d0a_96.mp4,['Harry Styles'],./music/Sweet Creature/Sweet Creature.mp3,./music/Sweet Creature/Sweet Creature.png
You Owe Me,The Chainsmokers - Sick Boy,Sick Boy,2018,190,https://c.saavncdn.com/074/Sick-Boy-English-2018-20181210204414-150x150.jpg,https://aac.saavncdn.com/074/d59fff6f7409b42be04ef9e5f40a6be0_96.mp4,['The Chainsmokers'],./music/You Owe Me/You Owe Me.mp3,./music/You Owe Me/You Owe Me.png
No Mistakes,Kanye West - ye,ye,2018,123,https://c.saavncdn.com/111/ye-English-2018-20181106181627-150x150.jpg,https://aac.saavncdn.com/111/5ecf821966736f864fff90f633c0f133_96.mp4,['Kanye West'],./music/No Mistakes/No Mistakes.mp3,./music/No Mistakes/No Mistakes.png
"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign &amp; Darkoo]","Tion Wayne, Russ Millions ft. Arrdee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo - Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign &amp; Darkoo]","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign &amp; Darkoo]",2021,278,https://c.saavncdn.com/116/Body-Remix-feat-ArrDee-E1-3x3-ZT-3x3-Bugzy-Malone-Buni-Fivio-Foreign-Darkoo--English-2021-20210422164821-150x150.jpg,https://aac.saavncdn.com/116/505ce864d25d11068f014004f80d008c_96.mp4,"['Tion Wayne', 'Russ Millions']",./music/Body (Remix)/Body (Remix).mp3,./music/Body (Remix)/Body (Remix).png
Nobody Love,Tori Kelly - Unbreakable Smile,Unbreakable Smile,2015,203,https://c.saavncdn.com/609/Unbreakable-Smile-English-2015-150x150.jpg,https://aac.saavncdn.com/609/441591a7f3cd00b61927fcd66a8d06f0_96.mp4,['Tori Kelly'],./music/Nobody Love/Nobody Love.mp3,./music/Nobody Love/Nobody Love.png
Casper,Takeoff - The Last Rocket,The Last Rocket,2018,197,https://c.saavncdn.com/351/The-Last-Rocket-English-2018-20181101231447-150x150.jpg,https://aac.saavncdn.com/351/49350fbf2dfd4f0abcafe63e0d7df813_96.mp4,['Takeoff'],./music/Casper/Casper.mp3,./music/Casper/Casper.png
Ladders,Mac Miller - Swimming,Swimming,2018,287,https://c.saavncdn.com/025/Swimming-English-2018-20190607042001-150x150.jpg,https://aac.saavncdn.com/025/b78bf3ed118e099aa0438e53d7e0e151_96.mp4,['Mac Miller'],./music/Ladders/Ladders.mp3,./music/Ladders/Ladders.png
March 14,Drake - Scorpion,Scorpion,2018,310,https://c.saavncdn.com/152/Scorpion-English-2018-20180701062706-150x150.jpg,https://aac.saavncdn.com/152/8c59c44a8b3f4766feab805b86000485_96.mp4,['Drake'],./music/March 14/March 14.mp3,./music/March 14/March 14.png
Final Fantasy,Drake - Scorpion,Scorpion,2018,220,https://c.saavncdn.com/152/Scorpion-English-2018-20180701062706-150x150.jpg,https://aac.saavncdn.com/152/e39a035cb4e2d2c7ce5b4ccea5eb710a_96.mp4,['Drake'],./music/Final Fantasy/Final Fantasy.mp3,./music/Final Fantasy/Final Fantasy.png
She's Mine Pt. 2,J. Cole - 4 Your Eyez Only,4 Your Eyez Only,2016,279,https://c.saavncdn.com/520/4-Your-Eyez-Only-English-2016-20190419223937-150x150.jpg,https://aac.saavncdn.com/520/87b9448a2a498b1790e7a62c1205b10d_96.mp4,['J. Cole'],./music/She's Mine Pt. 2/She's Mine Pt. 2.mp3,./music/She's Mine Pt. 2/She's Mine Pt. 2.png
Hometown Girl,Josh Turner - Deep South,Deep South,2017,216,https://c.saavncdn.com/559/Deep-South-English-2017-150x150.jpg,https://aac.saavncdn.com/559/e1e8cb68599634a453adcc6b69250651_96.mp4,['Josh Turner'],./music/Hometown Girl/Hometown Girl.mp3,./music/Hometown Girl/Hometown Girl.png
Waste It On Me,Steve Aoki ft. BTS - Waste It On Me,Waste It On Me,2018,192,https://c.saavncdn.com/558/Waste-It-On-Me-English-2018-20181023022307-150x150.jpg,https://aac.saavncdn.com/558/68572542b7a7b16ed045f52467630972_96.mp4,['Steve Aoki'],./music/Waste It On Me/Waste It On Me.mp3,./music/Waste It On Me/Waste It On Me.png
